dataset,area,sex,ICCC,graph,year,age_group,measure,value_text
CYPC,British Columbia,2,102,L,2023,D,4,
CYPC,British Columbia,2,102,L,2023,E,1,<5
CYPC,British Columbia,2,102,L,2023,E,2,<5
CYPC,British Columbia,2,102,L,2023,E,3,
CYPC,British Columbia,2,102,L,2023,E,4,
CYPC,British Columbia,2,102,L,2023,S,1,<5
CYPC,British Columbia,2,102,L,2023,S,2,<5
CYPC,British Columbia,2,102,L,2023,S,5,
CYPC,British Columbia,2,102,L,2023,S,6,
CYPC,British Columbia,2,103,L,2023,B,1,<5
CYPC,British Columbia,2,103,L,2023,B,2,<5
CYPC,British Columbia,2,103,L,2023,B,3,
CYPC,British Columbia,2,103,L,2023,B,4,
CYPC,British Columbia,2,103,L,2023,C,1,<5
CYPC,British Columbia,2,103,L,2023,C,2,<5
CYPC,British Columbia,2,103,L,2023,C,3,
CYPC,British Columbia,2,103,L,2023,C,4,
CYPC,British Columbia,2,103,L,2023,D,1,<5
CYPC,British Columbia,2,103,L,2023,D,2,<5
CYPC,British Columbia,2,103,L,2023,D,3,
CYPC,British Columbia,2,103,L,2023,D,4,
CYPC,British Columbia,2,103,L,2023,E,1,<5
CYPC,British Columbia,2,103,L,2023,E,2,<5
CYPC,British Columbia,2,103,L,2023,E,3,
CYPC,British Columbia,2,103,L,2023,E,4,
CYPC,British Columbia,2,103,L,2023,S,1,<5
CYPC,British Columbia,2,103,L,2023,S,2,<5
CYPC,British Columbia,2,103,L,2023,S,5,
CYPC,British Columbia,2,103,L,2023,S,6,
CYPC,British Columbia,2,104,L,2023,B,1,<5
CYPC,British Columbia,2,104,L,2023,B,2,<5
CYPC,British Columbia,2,104,L,2023,B,3,
CYPC,British Columbia,2,104,L,2023,B,4,
CYPC,British Columbia,2,104,L,2023,C,1,<5
CYPC,British Columbia,2,104,L,2023,C,2,<5
CYPC,British Columbia,2,104,L,2023,C,3,
CYPC,British Columbia,2,104,L,2023,C,4,
CYPC,British Columbia,2,104,L,2023,D,1,<5
CYPC,British Columbia,2,104,L,2023,D,2,<5
CYPC,British Columbia,2,104,L,2023,D,3,
CYPC,British Columbia,2,104,L,2023,D,4,
CYPC,British Columbia,2,104,L,2023,E,1,<5
CYPC,British Columbia,2,104,L,2023,E,2,<5
CYPC,British Columbia,2,104,L,2023,E,3,
CYPC,British Columbia,2,104,L,2023,E,4,
CYPC,British Columbia,2,104,L,2023,S,1,<5
CYPC,British Columbia,2,104,L,2023,S,2,<5
CYPC,British Columbia,2,104,L,2023,S,5,
CYPC,British Columbia,2,104,L,2023,S,6,
CYPC,British Columbia,2,105,L,2023,B,1,<5
CYPC,British Columbia,2,105,L,2023,B,2,<5
CYPC,British Columbia,2,105,L,2023,B,3,
CYPC,British Columbia,2,105,L,2023,B,4,
CYPC,British Columbia,2,105,L,2023,C,1,<5
CYPC,British Columbia,2,105,L,2023,C,2,<5
CYPC,British Columbia,2,105,L,2023,C,3,
CYPC,British Columbia,2,105,L,2023,C,4,
CYPC,British Columbia,2,105,L,2023,D,1,<5
CYPC,British Columbia,2,105,L,2023,D,2,<5
CYPC,British Columbia,2,105,L,2023,D,3,
CYPC,British Columbia,2,105,L,2023,D,4,
CYPC,British Columbia,2,105,L,2023,E,1,<5
CYPC,British Columbia,2,105,L,2023,E,2,<5
CYPC,British Columbia,2,105,L,2023,E,3,
CYPC,British Columbia,2,105,L,2023,E,4,
CYPC,British Columbia,2,105,L,2023,S,1,<5
CYPC,British Columbia,2,105,L,2023,S,2,<5
CYPC,British Columbia,2,105,L,2023,S,5,
CYPC,British Columbia,2,105,L,2023,S,6,
CYPC,British Columbia,2,110,L,2023,B,1,<5
CYPC,British Columbia,2,110,L,2023,B,2,<5
CYPC,British Columbia,2,110,L,2023,B,3,
CYPC,British Columbia,2,110,L,2023,B,4,
CYPC,British Columbia,2,110,L,2023,C,1,<5
CYPC,British Columbia,2,110,L,2023,C,2,<5
CYPC,British Columbia,2,110,L,2023,C,3,
CYPC,British Columbia,2,110,L,2023,C,4,
CYPC,British Columbia,2,110,L,2023,D,1,<5
CYPC,British Columbia,2,110,L,2023,D,2,<5
CYPC,British Columbia,2,110,L,2023,D,3,
CYPC,British Columbia,2,110,L,2023,D,4,
CYPC,British Columbia,2,110,L,2023,E,1,<5
CYPC,British Columbia,2,110,L,2023,E,2,<5
CYPC,British Columbia,2,110,L,2023,E,3,
CYPC,British Columbia,2,110,L,2023,E,4,
CYPC,British Columbia,2,110,L,2023,S,1,<5
CYPC,British Columbia,2,110,L,2023,S,2,5
CYPC,British Columbia,2,110,L,2023,S,5,
CYPC,British Columbia,2,110,L,2023,S,6,2.77
CYPC,British Columbia,2,111,L,2023,B,1,<5
CYPC,British Columbia,2,111,L,2023,B,2,<5
CYPC,British Columbia,2,111,L,2023,B,3,
CYPC,British Columbia,2,111,L,2023,B,4,
CYPC,British Columbia,2,111,L,2023,C,1,<5
CYPC,British Columbia,2,111,L,2023,C,2,<5
CYPC,British Columbia,2,111,L,2023,C,3,
CYPC,British Columbia,2,111,L,2023,C,4,
CYPC,British Columbia,2,111,L,2023,D,1,<5
CYPC,British Columbia,2,111,L,2023,D,2,<5
CYPC,British Columbia,2,111,L,2023,D,3,
CYPC,British Columbia,2,111,L,2023,D,4,
CYPC,British Columbia,2,111,L,2023,E,1,<5
CYPC,British Columbia,2,111,L,2023,E,2,<5
CYPC,British Columbia,2,111,L,2023,E,3,
CYPC,British Columbia,2,111,L,2023,E,4,
CYPC,British Columbia,2,111,L,2023,S,1,<5
CYPC,British Columbia,2,111,L,2023,S,2,<5
CYPC,British Columbia,2,111,L,2023,S,5,
CYPC,British Columbia,2,111,L,2023,S,6,
CYPC,British Columbia,2,112,L,2023,B,1,<5
CYPC,British Columbia,2,112,L,2023,B,2,<5
CYPC,British Columbia,2,112,L,2023,B,3,
CYPC,British Columbia,2,112,L,2023,B,4,
CYPC,British Columbia,2,112,L,2023,C,1,<5
CYPC,British Columbia,2,112,L,2023,C,2,<5
CYPC,British Columbia,2,112,L,2023,C,3,
CYPC,British Columbia,2,112,L,2023,C,4,
CYPC,British Columbia,2,112,L,2023,D,1,<5
CYPC,British Columbia,2,112,L,2023,D,2,<5
CYPC,British Columbia,2,112,L,2023,D,3,
CYPC,British Columbia,2,112,L,2023,D,4,
CYPC,British Columbia,2,112,L,2023,E,1,<5
CYPC,British Columbia,2,112,L,2023,E,2,<5
CYPC,British Columbia,2,112,L,2023,E,3,
CYPC,British Columbia,2,112,L,2023,E,4,
CYPC,British Columbia,2,112,L,2023,S,1,<5
CYPC,British Columbia,2,112,L,2023,S,2,<5
CYPC,British Columbia,2,112,L,2023,S,5,
CYPC,British Columbia,2,112,L,2023,S,6,
CYPC,British Columbia,2,113,L,2023,B,1,<5
CYPC,British Columbia,2,113,L,2023,B,2,<5
CYPC,British Columbia,2,113,L,2023,B,3,
CYPC,British Columbia,2,113,L,2023,B,4,
CYPC,British Columbia,2,113,L,2023,C,1,<5
CYPC,British Columbia,2,113,L,2023,C,2,<5
CYPC,British Columbia,2,113,L,2023,C,3,
CYPC,British Columbia,2,113,L,2023,C,4,
CYPC,British Columbia,2,113,L,2023,D,1,<5
CYPC,British Columbia,2,113,L,2023,D,2,<5
CYPC,British Columbia,2,113,L,2023,D,3,
CYPC,British Columbia,2,113,L,2023,D,4,
CYPC,British Columbia,2,113,L,2023,E,1,<5
CYPC,British Columbia,2,113,L,2023,E,2,<5
CYPC,British Columbia,2,113,L,2023,E,3,
CYPC,British Columbia,2,113,L,2023,E,4,
CYPC,British Columbia,2,113,L,2023,S,1,<5
CYPC,British Columbia,2,113,L,2023,S,2,<5
CYPC,British Columbia,2,113,L,2023,S,5,
CYPC,British Columbia,2,113,L,2023,S,6,
CYPC,British Columbia,2,114,L,2023,B,1,<5
CYPC,British Columbia,2,114,L,2023,B,2,<5
CYPC,British Columbia,2,114,L,2023,B,3,
CYPC,British Columbia,2,114,L,2023,B,4,
CYPC,British Columbia,2,114,L,2023,C,1,<5
CYPC,British Columbia,2,114,L,2023,C,2,<5
CYPC,British Columbia,2,114,L,2023,C,3,
CYPC,British Columbia,2,114,L,2023,C,4,
CYPC,British Columbia,2,114,L,2023,D,1,<5
CYPC,British Columbia,2,114,L,2023,D,2,<5
CYPC,British Columbia,2,114,L,2023,D,3,
CYPC,British Columbia,2,114,L,2023,D,4,
CYPC,British Columbia,2,114,L,2023,E,1,<5
CYPC,British Columbia,2,114,L,2023,E,2,<5
CYPC,British Columbia,2,114,L,2023,E,3,
CYPC,British Columbia,2,114,L,2023,E,4,
CYPC,British Columbia,2,114,L,2023,S,1,<5
CYPC,British Columbia,2,114,L,2023,S,2,<5
CYPC,British Columbia,2,114,L,2023,S,5,
CYPC,British Columbia,2,114,L,2023,S,6,
CYPC,British Columbia,2,115,L,2023,B,1,<5
CYPC,British Columbia,2,115,L,2023,B,2,<5
CYPC,British Columbia,2,115,L,2023,B,3,
CYPC,British Columbia,2,115,L,2023,B,4,
CYPC,British Columbia,2,115,L,2023,C,1,<5
CYPC,British Columbia,2,115,L,2023,C,2,<5
CYPC,British Columbia,2,115,L,2023,C,3,
CYPC,British Columbia,2,115,L,2023,C,4,
CYPC,British Columbia,2,115,L,2023,D,1,<5
CYPC,British Columbia,2,115,L,2023,D,2,<5
CYPC,British Columbia,2,115,L,2023,D,3,
CYPC,British Columbia,2,115,L,2023,D,4,
CYPC,British Columbia,2,115,L,2023,E,1,<5
CYPC,British Columbia,2,115,L,2023,E,2,<5
CYPC,British Columbia,2,115,L,2023,E,3,
CYPC,British Columbia,2,115,L,2023,E,4,
CYPC,British Columbia,2,115,L,2023,S,1,<5
CYPC,British Columbia,2,115,L,2023,S,2,<5
CYPC,British Columbia,2,115,L,2023,S,5,
CYPC,British Columbia,2,115,L,2023,S,6,
CYPC,British Columbia,2,116,L,2023,B,1,<5
CYPC,British Columbia,2,116,L,2023,B,2,<5
CYPC,British Columbia,2,116,L,2023,B,3,
CYPC,British Columbia,2,116,L,2023,B,4,
CYPC,British Columbia,2,116,L,2023,C,1,<5
CYPC,British Columbia,2,116,L,2023,C,2,<5
CYPC,British Columbia,2,116,L,2023,C,3,
CYPC,British Columbia,2,116,L,2023,C,4,
CYPC,British Columbia,2,116,L,2023,D,1,<5
CYPC,British Columbia,2,116,L,2023,D,2,<5
CYPC,British Columbia,2,116,L,2023,D,3,
CYPC,British Columbia,2,116,L,2023,D,4,
CYPC,British Columbia,2,116,L,2023,E,1,<5
CYPC,British Columbia,2,116,L,2023,E,2,<5
CYPC,British Columbia,2,116,L,2023,E,3,
CYPC,British Columbia,2,116,L,2023,E,4,
CYPC,British Columbia,2,116,L,2023,S,1,<5
CYPC,British Columbia,2,116,L,2023,S,2,<5
CYPC,British Columbia,2,116,L,2023,S,5,
CYPC,British Columbia,2,116,L,2023,S,6,
CYPC,British Columbia,2,120,L,2023,B,1,<5
CYPC,British Columbia,2,120,L,2023,B,2,<5
CYPC,British Columbia,2,120,L,2023,B,3,
CYPC,British Columbia,2,120,L,2023,B,4,
CYPC,British Columbia,2,120,L,2023,C,1,<5
CYPC,British Columbia,2,120,L,2023,C,2,<5
CYPC,British Columbia,2,120,L,2023,C,3,
CYPC,British Columbia,2,120,L,2023,C,4,
CYPC,British Columbia,2,120,L,2023,D,1,<5
CYPC,British Columbia,2,120,L,2023,D,2,<5
CYPC,British Columbia,2,120,L,2023,D,3,
CYPC,British Columbia,2,120,L,2023,D,4,
CYPC,British Columbia,2,120,L,2023,E,1,<5
CYPC,British Columbia,2,120,L,2023,E,2,<5
CYPC,British Columbia,2,120,L,2023,E,3,
CYPC,British Columbia,2,120,L,2023,E,4,
CYPC,British Columbia,2,120,L,2023,S,1,<5
CYPC,British Columbia,2,120,L,2023,S,2,<5
CYPC,British Columbia,2,120,L,2023,S,5,
CYPC,British Columbia,2,120,L,2023,S,6,
CYPC,British Columbia,2,121,L,2023,B,1,<5
CYPC,British Columbia,2,121,L,2023,B,2,<5
CYPC,British Columbia,2,121,L,2023,B,3,
CYPC,British Columbia,2,121,L,2023,B,4,
CYPC,British Columbia,2,121,L,2023,C,1,<5
CYPC,British Columbia,2,121,L,2023,C,2,<5
CYPC,British Columbia,2,121,L,2023,C,3,
CYPC,British Columbia,2,121,L,2023,C,4,
CYPC,British Columbia,2,121,L,2023,D,1,<5
CYPC,British Columbia,2,121,L,2023,D,2,<5
CYPC,British Columbia,2,121,L,2023,D,3,
CYPC,British Columbia,2,121,L,2023,D,4,
CYPC,British Columbia,2,121,L,2023,E,1,<5
CYPC,British Columbia,2,121,L,2023,E,2,<5
CYPC,British Columbia,2,121,L,2023,E,3,
CYPC,British Columbia,2,121,L,2023,E,4,
CYPC,British Columbia,2,121,L,2023,S,1,<5
CYPC,British Columbia,2,121,L,2023,S,2,<5
CYPC,British Columbia,2,121,L,2023,S,5,
CYPC,British Columbia,2,121,L,2023,S,6,
CYPC,British Columbia,2,122,L,2023,B,1,<5
CYPC,British Columbia,2,122,L,2023,B,2,<5
CYPC,British Columbia,2,122,L,2023,B,3,
CYPC,British Columbia,2,122,L,2023,B,4,
CYPC,British Columbia,2,122,L,2023,C,1,<5
CYPC,British Columbia,2,122,L,2023,C,2,<5
CYPC,British Columbia,2,122,L,2023,C,3,
CYPC,British Columbia,2,122,L,2023,C,4,
CYPC,British Columbia,2,122,L,2023,D,1,<5
CYPC,British Columbia,2,122,L,2023,D,2,<5
CYPC,British Columbia,2,122,L,2023,D,3,
CYPC,British Columbia,2,122,L,2023,D,4,
CYPC,British Columbia,2,122,L,2023,E,1,<5
CYPC,British Columbia,2,122,L,2023,E,2,<5
CYPC,British Columbia,2,122,L,2023,E,3,
CYPC,British Columbia,2,122,L,2023,E,4,
CYPC,British Columbia,2,122,L,2023,S,1,<5
CYPC,British Columbia,2,122,L,2023,S,2,<5
CYPC,British Columbia,2,122,L,2023,S,5,
CYPC,British Columbia,2,122,L,2023,S,6,
CYPC,British Columbia,3,1,L,2023,B,1,15
CYPC,British Columbia,3,1,L,2023,B,2,55
CYPC,British Columbia,3,1,L,2023,B,3,364.31
CYPC,British Columbia,3,1,L,2023,B,4,257.02
CYPC,British Columbia,3,1,L,2023,C,1,40
CYPC,British Columbia,3,1,L,2023,C,2,175
CYPC,British Columbia,3,1,L,2023,C,3,223.67
CYPC,British Columbia,3,1,L,2023,C,4,190.84
CYPC,British Columbia,3,1,L,2023,D,1,35
CYPC,British Columbia,3,1,L,2023,D,2,130
CYPC,British Columbia,3,1,L,2023,D,3,135.27
CYPC,British Columbia,3,1,L,2023,D,4,103.65
CYPC,British Columbia,3,1,L,2023,E,1,30
CYPC,British Columbia,3,1,L,2023,E,2,130
CYPC,British Columbia,3,1,L,2023,E,3,111.64
CYPC,British Columbia,3,1,L,2023,E,4,100.31
CYPC,British Columbia,3,1,L,2023,S,1,120
CYPC,British Columbia,3,1,L,2023,S,2,495
CYPC,British Columbia,3,1,L,2023,S,5,160.34
CYPC,British Columbia,3,1,L,2023,S,6,135.32
CYPC,British Columbia,3,10,L,2023,B,1,<5
CYPC,British Columbia,3,10,L,2023,B,2,10
CYPC,British Columbia,3,10,L,2023,B,3,
CYPC,British Columbia,3,10,L,2023,B,4,46.73
CYPC,British Columbia,3,10,L,2023,C,1,20
CYPC,British Columbia,3,10,L,2023,C,2,85
CYPC,British Columbia,3,10,L,2023,C,3,111.83
CYPC,British Columbia,3,10,L,2023,C,4,92.7
CYPC,British Columbia,3,10,L,2023,D,1,10
CYPC,British Columbia,3,10,L,2023,D,2,50
CYPC,British Columbia,3,10,L,2023,D,3,38.65
CYPC,British Columbia,3,10,L,2023,D,4,39.87
CYPC,British Columbia,3,10,L,2023,E,1,5
CYPC,British Columbia,3,10,L,2023,E,2,30
CYPC,British Columbia,3,10,L,2023,E,3,18.61
CYPC,British Columbia,3,10,L,2023,E,4,23.15
CYPC,British Columbia,3,10,L,2023,S,1,40
CYPC,British Columbia,3,10,L,2023,S,2,170
CYPC,British Columbia,3,10,L,2023,S,5,53.69
CYPC,British Columbia,3,10,L,2023,S,6,46.21
CYPC,British Columbia,3,11,L,2023,B,1,<5
CYPC,British Columbia,3,11,L,2023,B,2,5
CYPC,British Columbia,3,11,L,2023,B,3,
CYPC,British Columbia,3,11,L,2023,B,4,23.37
CYPC,British Columbia,3,11,L,2023,C,1,15
CYPC,British Columbia,3,11,L,2023,C,2,75
CYPC,British Columbia,3,11,L,2023,C,3,83.87
CYPC,British Columbia,3,11,L,2023,C,4,81.79
CYPC,British Columbia,3,11,L,2023,D,1,5
CYPC,British Columbia,3,11,L,2023,D,2,45
CYPC,British Columbia,3,11,L,2023,D,3,19.32
CYPC,British Columbia,3,11,L,2023,D,4,35.88
CYPC,British Columbia,3,11,L,2023,E,1,<5
CYPC,British Columbia,3,11,L,2023,E,2,20
CYPC,British Columbia,3,11,L,2023,E,3,
CYPC,British Columbia,3,11,L,2023,E,4,15.43
CYPC,British Columbia,3,11,L,2023,S,1,30
CYPC,British Columbia,3,11,L,2023,S,2,140
CYPC,British Columbia,3,11,L,2023,S,5,42.59
CYPC,British Columbia,3,11,L,2023,S,6,38.58
CYPC,British Columbia,3,12,L,2023,B,1,<5
CYPC,British Columbia,3,12,L,2023,B,2,<5
CYPC,British Columbia,3,12,L,2023,B,3,
CYPC,British Columbia,3,12,L,2023,B,4,
CYPC,British Columbia,3,12,L,2023,C,1,<5
CYPC,British Columbia,3,12,L,2023,C,2,5
CYPC,British Columbia,3,12,L,2023,C,3,
CYPC,British Columbia,3,12,L,2023,C,4,5.45
CYPC,British Columbia,3,12,L,2023,D,1,<5
CYPC,British Columbia,3,12,L,2023,D,2,<5
CYPC,British Columbia,3,12,L,2023,D,3,
CYPC,British Columbia,3,12,L,2023,D,4,
CYPC,British Columbia,3,12,L,2023,E,1,<5
CYPC,British Columbia,3,12,L,2023,E,2,<5
CYPC,British Columbia,3,12,L,2023,E,3,
CYPC,British Columbia,3,12,L,2023,E,4,
CYPC,British Columbia,3,12,L,2023,S,1,5
CYPC,British Columbia,3,12,L,2023,S,2,15
CYPC,British Columbia,3,12,L,2023,S,5,8.2
CYPC,British Columbia,3,12,L,2023,S,6,4.1
CYPC,British Columbia,3,13,L,2023,B,1,<5
CYPC,British Columbia,3,13,L,2023,B,2,<5
CYPC,British Columbia,3,13,L,2023,B,3,
CYPC,British Columbia,3,13,L,2023,B,4,
CYPC,British Columbia,3,13,L,2023,C,1,<5
CYPC,British Columbia,3,13,L,2023,C,2,<5
CYPC,British Columbia,3,13,L,2023,C,3,
CYPC,British Columbia,3,13,L,2023,C,4,
CYPC,British Columbia,3,13,L,2023,D,1,<5
CYPC,British Columbia,3,13,L,2023,D,2,<5
CYPC,British Columbia,3,13,L,2023,D,3,
CYPC,British Columbia,3,13,L,2023,D,4,
CYPC,British Columbia,3,13,L,2023,E,1,<5
CYPC,British Columbia,3,13,L,2023,E,2,<5
CYPC,British Columbia,3,13,L,2023,E,3,
CYPC,British Columbia,3,13,L,2023,E,4,
CYPC,British Columbia,3,13,L,2023,S,1,<5
CYPC,British Columbia,3,13,L,2023,S,2,<5
CYPC,British Columbia,3,13,L,2023,S,5,
CYPC,British Columbia,3,13,L,2023,S,6,
CYPC,British Columbia,3,14,L,2023,B,1,<5
CYPC,British Columbia,3,14,L,2023,B,2,<5
CYPC,British Columbia,3,14,L,2023,B,3,
CYPC,British Columbia,3,14,L,2023,B,4,
CYPC,British Columbia,3,14,L,2023,C,1,<5
CYPC,British Columbia,3,14,L,2023,C,2,<5
CYPC,British Columbia,3,14,L,2023,C,3,
CYPC,British Columbia,3,14,L,2023,C,4,
CYPC,British Columbia,3,14,L,2023,D,1,<5
CYPC,British Columbia,3,14,L,2023,D,2,<5
CYPC,British Columbia,3,14,L,2023,D,3,
CYPC,British Columbia,3,14,L,2023,D,4,
CYPC,British Columbia,3,14,L,2023,E,1,<5
CYPC,British Columbia,3,14,L,2023,E,2,<5
CYPC,British Columbia,3,14,L,2023,E,3,
CYPC,British Columbia,3,14,L,2023,E,4,
CYPC,British Columbia,3,14,L,2023,S,1,<5
CYPC,British Columbia,3,14,L,2023,S,2,5
CYPC,British Columbia,3,14,L,2023,S,5,
CYPC,British Columbia,3,14,L,2023,S,6,1.37
CYPC,British Columbia,3,15,L,2023,B,1,<5
CYPC,British Columbia,3,15,L,2023,B,2,<5
CYPC,British Columbia,3,15,L,2023,B,3,
CYPC,British Columbia,3,15,L,2023,B,4,
CYPC,British Columbia,3,15,L,2023,C,1,<5
CYPC,British Columbia,3,15,L,2023,C,2,<5
CYPC,British Columbia,3,15,L,2023,C,3,
CYPC,British Columbia,3,15,L,2023,C,4,
CYPC,British Columbia,3,15,L,2023,D,1,<5
CYPC,British Columbia,3,15,L,2023,D,2,<5
CYPC,British Columbia,3,15,L,2023,D,3,
CYPC,British Columbia,3,15,L,2023,D,4,
CYPC,British Columbia,3,15,L,2023,E,1,<5
CYPC,British Columbia,3,15,L,2023,E,2,<5
CYPC,British Columbia,3,15,L,2023,E,3,
CYPC,British Columbia,3,15,L,2023,E,4,
CYPC,British Columbia,3,15,L,2023,S,1,<5
CYPC,British Columbia,3,15,L,2023,S,2,<5
CYPC,British Columbia,3,15,L,2023,S,5,
CYPC,British Columbia,3,15,L,2023,S,6,
CYPC,British Columbia,3,20,L,2023,B,1,<5
CYPC,British Columbia,3,20,L,2023,B,2,<5
CYPC,British Columbia,3,20,L,2023,B,3,
CYPC,British Columbia,3,20,L,2023,B,4,
CYPC,British Columbia,3,20,L,2023,C,1,<5
CYPC,British Columbia,3,20,L,2023,C,2,5
CYPC,British Columbia,3,20,L,2023,C,3,
CYPC,British Columbia,3,20,L,2023,C,4,5.45
CYPC,British Columbia,3,20,L,2023,D,1,10
CYPC,British Columbia,3,20,L,2023,D,2,15
CYPC,British Columbia,3,20,L,2023,D,3,38.65
CYPC,British Columbia,3,20,L,2023,D,4,11.96
CYPC,British Columbia,3,20,L,2023,E,1,10
CYPC,British Columbia,3,20,L,2023,E,2,30
CYPC,British Columbia,3,20,L,2023,E,3,37.21
CYPC,British Columbia,3,20,L,2023,E,4,23.15
CYPC,British Columbia,3,20,L,2023,S,1,15
CYPC,British Columbia,3,20,L,2023,S,2,60
CYPC,British Columbia,3,20,L,2023,S,5,19.82
CYPC,British Columbia,3,20,L,2023,S,6,15.68
CYPC,British Columbia,3,21,L,2023,B,1,<5
CYPC,British Columbia,3,21,L,2023,B,2,<5
CYPC,British Columbia,3,21,L,2023,B,3,
CYPC,British Columbia,3,21,L,2023,B,4,
CYPC,British Columbia,3,21,L,2023,C,1,<5
CYPC,British Columbia,3,21,L,2023,C,2,<5
CYPC,British Columbia,3,21,L,2023,C,3,
CYPC,British Columbia,3,21,L,2023,C,4,
CYPC,British Columbia,3,21,L,2023,D,1,<5
CYPC,British Columbia,3,21,L,2023,D,2,<5
CYPC,British Columbia,3,21,L,2023,D,3,
CYPC,British Columbia,3,21,L,2023,D,4,
CYPC,British Columbia,3,21,L,2023,E,1,<5
CYPC,British Columbia,3,21,L,2023,E,2,10
CYPC,British Columbia,3,21,L,2023,E,3,
CYPC,British Columbia,3,21,L,2023,E,4,7.72
CYPC,British Columbia,3,21,L,2023,S,1,<5
CYPC,British Columbia,3,21,L,2023,S,2,15
CYPC,British Columbia,3,21,L,2023,S,5,
CYPC,British Columbia,3,21,L,2023,S,6,3.76
CYPC,British Columbia,3,22,L,2023,B,1,<5
CYPC,British Columbia,3,22,L,2023,B,2,<5
CYPC,British Columbia,3,22,L,2023,B,3,
CYPC,British Columbia,3,22,L,2023,B,4,
CYPC,British Columbia,3,22,L,2023,C,1,<5
CYPC,British Columbia,3,22,L,2023,C,2,<5
CYPC,British Columbia,3,22,L,2023,C,3,
CYPC,British Columbia,3,22,L,2023,C,4,
CYPC,British Columbia,3,22,L,2023,D,1,<5
CYPC,British Columbia,3,22,L,2023,D,2,5
CYPC,British Columbia,3,22,L,2023,D,3,
CYPC,British Columbia,3,22,L,2023,D,4,3.99
CYPC,British Columbia,3,22,L,2023,E,1,<5
CYPC,British Columbia,3,22,L,2023,E,2,15
CYPC,British Columbia,3,22,L,2023,E,3,
CYPC,British Columbia,3,22,L,2023,E,4,11.57
CYPC,British Columbia,3,22,L,2023,S,1,10
CYPC,British Columbia,3,22,L,2023,S,2,25
CYPC,British Columbia,3,22,L,2023,S,5,9.26
CYPC,British Columbia,3,22,L,2023,S,6,6.21
CYPC,British Columbia,3,23,L,2023,B,1,<5
CYPC,British Columbia,3,23,L,2023,B,2,<5
CYPC,British Columbia,3,23,L,2023,B,3,
CYPC,British Columbia,3,23,L,2023,B,4,
CYPC,British Columbia,3,23,L,2023,C,1,<5
CYPC,British Columbia,3,23,L,2023,C,2,<5
CYPC,British Columbia,3,23,L,2023,C,3,
CYPC,British Columbia,3,23,L,2023,C,4,
CYPC,British Columbia,3,23,L,2023,D,1,<5
CYPC,British Columbia,3,23,L,2023,D,2,<5
CYPC,British Columbia,3,23,L,2023,D,3,
CYPC,British Columbia,3,23,L,2023,D,4,
CYPC,British Columbia,3,23,L,2023,E,1,<5
CYPC,British Columbia,3,23,L,2023,E,2,5
CYPC,British Columbia,3,23,L,2023,E,3,
CYPC,British Columbia,3,23,L,2023,E,4,3.86
CYPC,British Columbia,3,23,L,2023,S,1,<5
CYPC,British Columbia,3,23,L,2023,S,2,10
CYPC,British Columbia,3,23,L,2023,S,5,
CYPC,British Columbia,3,23,L,2023,S,6,2.7
CYPC,British Columbia,3,24,L,2023,B,1,<5
CYPC,British Columbia,3,24,L,2023,B,2,<5
CYPC,British Columbia,3,24,L,2023,B,3,
CYPC,British Columbia,3,24,L,2023,B,4,
CYPC,British Columbia,3,24,L,2023,C,1,<5
CYPC,British Columbia,3,24,L,2023,C,2,<5
CYPC,British Columbia,3,24,L,2023,C,3,
CYPC,British Columbia,3,24,L,2023,C,4,
CYPC,British Columbia,3,24,L,2023,D,1,<5
CYPC,British Columbia,3,24,L,2023,D,2,<5
CYPC,British Columbia,3,24,L,2023,D,3,
CYPC,British Columbia,3,24,L,2023,D,4,
CYPC,British Columbia,3,24,L,2023,E,1,<5
CYPC,British Columbia,3,24,L,2023,E,2,<5
CYPC,British Columbia,3,24,L,2023,E,3,
CYPC,British Columbia,3,24,L,2023,E,4,
CYPC,British Columbia,3,24,L,2023,S,1,<5
CYPC,British Columbia,3,24,L,2023,S,2,15
CYPC,British Columbia,3,24,L,2023,S,5,
CYPC,British Columbia,3,24,L,2023,S,6,3.01
CYPC,British Columbia,3,25,L,2023,B,1,<5
CYPC,British Columbia,3,25,L,2023,B,2,<5
CYPC,British Columbia,3,25,L,2023,B,3,
CYPC,British Columbia,3,25,L,2023,B,4,
CYPC,British Columbia,3,25,L,2023,C,1,<5
CYPC,British Columbia,3,25,L,2023,C,2,<5
CYPC,British Columbia,3,25,L,2023,C,3,
CYPC,British Columbia,3,25,L,2023,C,4,
CYPC,British Columbia,3,25,L,2023,D,1,<5
CYPC,British Columbia,3,25,L,2023,D,2,<5
CYPC,British Columbia,3,25,L,2023,D,3,
CYPC,British Columbia,3,25,L,2023,D,4,
CYPC,British Columbia,3,25,L,2023,E,1,<5
CYPC,British Columbia,3,25,L,2023,E,2,<5
CYPC,British Columbia,3,25,L,2023,E,3,
CYPC,British Columbia,3,25,L,2023,E,4,
CYPC,British Columbia,3,25,L,2023,S,1,<5
CYPC,British Columbia,3,25,L,2023,S,2,<5
CYPC,British Columbia,3,25,L,2023,S,5,
CYPC,British Columbia,3,25,L,2023,S,6,
CYPC,British Columbia,3,30,L,2023,B,1,<5
CYPC,British Columbia,3,30,L,2023,B,2,5
CYPC,British Columbia,3,30,L,2023,B,3,
CYPC,British Columbia,3,30,L,2023,B,4,23.37
